PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=713 ttl=64 time=0.436 ms
64 bytes from 10.0.0.2: icmp_seq=714 ttl=64 time=0.390 ms
64 bytes from 10.0.0.2: icmp_seq=715 ttl=64 time=0.478 ms
64 bytes from 10.0.0.2: icmp_seq=716 ttl=64 time=0.402 ms
64 bytes from 10.0.0.2: icmp_seq=717 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=718 ttl=64 time=0.161 ms
64 bytes from 10.0.0.2: icmp_seq=719 ttl=64 time=0.408 ms
64 bytes from 10.0.0.2: icmp_seq=720 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=721 ttl=64 time=0.473 ms
64 bytes from 10.0.0.2: icmp_seq=722 ttl=64 time=0.430 ms
64 bytes from 10.0.0.2: icmp_seq=723 ttl=64 time=0.398 ms
64 bytes from 10.0.0.2: icmp_seq=724 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=725 ttl=64 time=0.462 ms
64 bytes from 10.0.0.2: icmp_seq=726 ttl=64 time=0.435 ms
64 bytes from 10.0.0.2: icmp_seq=727 ttl=64 time=0.206 ms
64 bytes from 10.0.0.2: icmp_seq=728 ttl=64 time=7.91 ms
64 bytes from 10.0.0.2: icmp_seq=729 ttl=64 time=11.4 ms
64 bytes from 10.0.0.2: icmp_seq=730 ttl=64 time=0.172 ms
64 bytes from 10.0.0.2: icmp_seq=731 ttl=64 time=0.522 ms
64 bytes from 10.0.0.2: icmp_seq=732 ttl=64 time=0.435 ms
64 bytes from 10.0.0.2: icmp_seq=733 ttl=64 time=0.461 ms
64 bytes from 10.0.0.2: icmp_seq=734 ttl=64 time=0.407 ms
64 bytes from 10.0.0.2: icmp_seq=735 ttl=64 time=0.372 ms
64 bytes from 10.0.0.2: icmp_seq=736 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=737 ttl=64 time=0.250 ms
64 bytes from 10.0.0.2: icmp_seq=738 ttl=64 time=0.483 ms
64 bytes from 10.0.0.2: icmp_seq=739 ttl=64 time=59.8 ms
64 bytes from 10.0.0.2: icmp_seq=740 ttl=64 time=12.4 ms
64 bytes from 10.0.0.2: icmp_seq=741 ttl=64 time=0.378 ms
64 bytes from 10.0.0.2: icmp_seq=742 ttl=64 time=0.383 ms
64 bytes from 10.0.0.2: icmp_seq=743 ttl=64 time=0.402 ms
64 bytes from 10.0.0.2: icmp_seq=744 ttl=64 time=0.159 ms
64 bytes from 10.0.0.2: icmp_seq=745 ttl=64 time=0.849 ms
64 bytes from 10.0.0.2: icmp_seq=746 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=747 ttl=64 time=0.539 ms
64 bytes from 10.0.0.2: icmp_seq=748 ttl=64 time=0.438 ms
64 bytes from 10.0.0.2: icmp_seq=749 ttl=64 time=0.409 ms
64 bytes from 10.0.0.2: icmp_seq=750 ttl=64 time=12.3 ms
64 bytes from 10.0.0.2: icmp_seq=751 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=752 ttl=64 time=0.471 ms
64 bytes from 10.0.0.2: icmp_seq=753 ttl=64 time=0.452 ms
64 bytes from 10.0.0.2: icmp_seq=754 ttl=64 time=0.483 ms
64 bytes from 10.0.0.2: icmp_seq=755 ttl=64 time=0.384 ms
64 bytes from 10.0.0.2: icmp_seq=756 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=757 ttl=64 time=0.376 ms
64 bytes from 10.0.0.2: icmp_seq=758 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=759 ttl=64 time=0.429 ms
64 bytes from 10.0.0.2: icmp_seq=760 ttl=64 time=0.317 ms
64 bytes from 10.0.0.2: icmp_seq=761 ttl=64 time=25.8 ms
64 bytes from 10.0.0.2: icmp_seq=762 ttl=64 time=0.687 ms
64 bytes from 10.0.0.2: icmp_seq=763 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=764 ttl=64 time=0.374 ms
64 bytes from 10.0.0.2: icmp_seq=765 ttl=64 time=0.400 ms
64 bytes from 10.0.0.2: icmp_seq=766 ttl=64 time=0.421 ms
64 bytes from 10.0.0.2: icmp_seq=767 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=768 ttl=64 time=0.400 ms
64 bytes from 10.0.0.2: icmp_seq=769 ttl=64 time=0.377 ms
64 bytes from 10.0.0.2: icmp_seq=770 ttl=64 time=0.377 ms
64 bytes from 10.0.0.2: icmp_seq=771 ttl=64 time=11.3 ms
64 bytes from 10.0.0.2: icmp_seq=772 ttl=64 time=0.161 ms
64 bytes from 10.0.0.2: icmp_seq=773 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=774 ttl=64 time=0.169 ms
64 bytes from 10.0.0.2: icmp_seq=775 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=776 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=777 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=778 ttl=64 time=0.434 ms
64 bytes from 10.0.0.2: icmp_seq=779 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=780 ttl=64 time=0.611 ms
64 bytes from 10.0.0.2: icmp_seq=781 ttl=64 time=0.410 ms
64 bytes from 10.0.0.2: icmp_seq=782 ttl=64 time=0.295 ms
64 bytes from 10.0.0.2: icmp_seq=783 ttl=64 time=0.487 ms
64 bytes from 10.0.0.2: icmp_seq=784 ttl=64 time=0.448 ms
64 bytes from 10.0.0.2: icmp_seq=785 ttl=64 time=0.958 ms
64 bytes from 10.0.0.2: icmp_seq=786 ttl=64 time=9.70 ms
64 bytes from 10.0.0.2: icmp_seq=787 ttl=64 time=0.444 ms
64 bytes from 10.0.0.2: icmp_seq=788 ttl=64 time=0.481 ms
64 bytes from 10.0.0.2: icmp_seq=789 ttl=64 time=0.440 ms
64 bytes from 10.0.0.2: icmp_seq=790 ttl=64 time=0.431 ms
64 bytes from 10.0.0.2: icmp_seq=791 ttl=64 time=0.405 ms
64 bytes from 10.0.0.2: icmp_seq=792 ttl=64 time=0.400 ms
64 bytes from 10.0.0.2: icmp_seq=793 ttl=64 time=12.7 ms
64 bytes from 10.0.0.2: icmp_seq=794 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=795 ttl=64 time=0.569 ms
64 bytes from 10.0.0.2: icmp_seq=796 ttl=64 time=0.392 ms
64 bytes from 10.0.0.2: icmp_seq=797 ttl=64 time=0.421 ms
64 bytes from 10.0.0.2: icmp_seq=798 ttl=64 time=0.415 ms
64 bytes from 10.0.0.2: icmp_seq=799 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=800 ttl=64 time=0.445 ms
64 bytes from 10.0.0.2: icmp_seq=801 ttl=64 time=0.421 ms
64 bytes from 10.0.0.2: icmp_seq=802 ttl=64 time=0.423 ms
64 bytes from 10.0.0.2: icmp_seq=803 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=804 ttl=64 time=13.9 ms
64 bytes from 10.0.0.2: icmp_seq=805 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=806 ttl=64 time=0.391 ms
64 bytes from 10.0.0.2: icmp_seq=807 ttl=64 time=0.398 ms
64 bytes from 10.0.0.2: icmp_seq=808 ttl=64 time=0.420 ms
64 bytes from 10.0.0.2: icmp_seq=809 ttl=64 time=16.6 ms
64 bytes from 10.0.0.2: icmp_seq=810 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=811 ttl=64 time=0.250 ms
64 bytes from 10.0.0.2: icmp_seq=812 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=813 ttl=64 time=0.518 ms
64 bytes from 10.0.0.2: icmp_seq=814 ttl=64 time=0.312 ms
64 bytes from 10.0.0.2: icmp_seq=815 ttl=64 time=1.69 ms
64 bytes from 10.0.0.2: icmp_seq=816 ttl=64 time=0.233 ms
64 bytes from 10.0.0.2: icmp_seq=817 ttl=64 time=0.427 ms
64 bytes from 10.0.0.2: icmp_seq=818 ttl=64 time=0.449 ms
64 bytes from 10.0.0.2: icmp_seq=819 ttl=64 time=0.504 ms
64 bytes from 10.0.0.2: icmp_seq=820 ttl=64 time=0.396 ms
64 bytes from 10.0.0.2: icmp_seq=821 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=822 ttl=64 time=0.151 ms
64 bytes from 10.0.0.2: icmp_seq=823 ttl=64 time=0.191 ms
64 bytes from 10.0.0.2: icmp_seq=824 ttl=64 time=0.376 ms
64 bytes from 10.0.0.2: icmp_seq=825 ttl=64 time=10.6 ms
64 bytes from 10.0.0.2: icmp_seq=826 ttl=64 time=5.11 ms
64 bytes from 10.0.0.2: icmp_seq=827 ttl=64 time=0.166 ms
64 bytes from 10.0.0.2: icmp_seq=828 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=829 ttl=64 time=0.394 ms
64 bytes from 10.0.0.2: icmp_seq=830 ttl=64 time=0.385 ms
64 bytes from 10.0.0.2: icmp_seq=831 ttl=64 time=0.310 ms
64 bytes from 10.0.0.2: icmp_seq=832 ttl=64 time=0.309 ms
64 bytes from 10.0.0.2: icmp_seq=833 ttl=64 time=0.411 ms
64 bytes from 10.0.0.2: icmp_seq=834 ttl=64 time=1.01 ms
64 bytes from 10.0.0.2: icmp_seq=835 ttl=64 time=11.0 ms
64 bytes from 10.0.0.2: icmp_seq=836 ttl=64 time=0.326 ms
64 bytes from 10.0.0.2: icmp_seq=837 ttl=64 time=0.140 ms
64 bytes from 10.0.0.2: icmp_seq=838 ttl=64 time=0.385 ms
64 bytes from 10.0.0.2: icmp_seq=839 ttl=64 time=0.457 ms
64 bytes from 10.0.0.2: icmp_seq=840 ttl=64 time=0.444 ms
64 bytes from 10.0.0.2: icmp_seq=841 ttl=64 time=0.412 ms
64 bytes from 10.0.0.2: icmp_seq=842 ttl=64 time=0.420 ms
64 bytes from 10.0.0.2: icmp_seq=843 ttl=64 time=0.445 ms
64 bytes from 10.0.0.2: icmp_seq=844 ttl=64 time=0.456 ms
64 bytes from 10.0.0.2: icmp_seq=845 ttl=64 time=0.418 ms
64 bytes from 10.0.0.2: icmp_seq=846 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=847 ttl=64 time=11.6 ms
64 bytes from 10.0.0.2: icmp_seq=848 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=849 ttl=64 time=0.141 ms
64 bytes from 10.0.0.2: icmp_seq=850 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=851 ttl=64 time=0.439 ms
64 bytes from 10.0.0.2: icmp_seq=852 ttl=64 time=0.440 ms
64 bytes from 10.0.0.2: icmp_seq=853 ttl=64 time=0.390 ms
64 bytes from 10.0.0.2: icmp_seq=854 ttl=64 time=0.454 ms
64 bytes from 10.0.0.2: icmp_seq=855 ttl=64 time=6.81 ms
64 bytes from 10.0.0.2: icmp_seq=856 ttl=64 time=0.571 ms
64 bytes from 10.0.0.2: icmp_seq=857 ttl=64 time=29.8 ms
64 bytes from 10.0.0.2: icmp_seq=858 ttl=64 time=0.260 ms
64 bytes from 10.0.0.2: icmp_seq=859 ttl=64 time=0.139 ms
64 bytes from 10.0.0.2: icmp_seq=860 ttl=64 time=0.195 ms
64 bytes from 10.0.0.2: icmp_seq=861 ttl=64 time=0.409 ms
64 bytes from 10.0.0.2: icmp_seq=862 ttl=64 time=0.408 ms
64 bytes from 10.0.0.2: icmp_seq=863 ttl=64 time=0.408 ms
64 bytes from 10.0.0.2: icmp_seq=864 ttl=64 time=0.413 ms
64 bytes from 10.0.0.2: icmp_seq=865 ttl=64 time=0.425 ms
64 bytes from 10.0.0.2: icmp_seq=866 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=867 ttl=64 time=0.411 ms
64 bytes from 10.0.0.2: icmp_seq=868 ttl=64 time=0.142 ms
64 bytes from 10.0.0.2: icmp_seq=869 ttl=64 time=15.3 ms
64 bytes from 10.0.0.2: icmp_seq=870 ttl=64 time=0.157 ms
64 bytes from 10.0.0.2: icmp_seq=871 ttl=64 time=0.302 ms
64 bytes from 10.0.0.2: icmp_seq=872 ttl=64 time=0.393 ms
64 bytes from 10.0.0.2: icmp_seq=873 ttl=64 time=0.395 ms
64 bytes from 10.0.0.2: icmp_seq=874 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=875 ttl=64 time=0.401 ms
64 bytes from 10.0.0.2: icmp_seq=876 ttl=64 time=6.30 ms
64 bytes from 10.0.0.2: icmp_seq=877 ttl=64 time=0.455 ms
64 bytes from 10.0.0.2: icmp_seq=878 ttl=64 time=0.435 ms
64 bytes from 10.0.0.2: icmp_seq=879 ttl=64 time=0.407 ms
64 bytes from 10.0.0.2: icmp_seq=880 ttl=64 time=0.311 ms
64 bytes from 10.0.0.2: icmp_seq=881 ttl=64 time=0.164 ms
64 bytes from 10.0.0.2: icmp_seq=882 ttl=64 time=0.622 ms
64 bytes from 10.0.0.2: icmp_seq=883 ttl=64 time=0.438 ms
64 bytes from 10.0.0.2: icmp_seq=884 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=885 ttl=64 time=0.414 ms
64 bytes from 10.0.0.2: icmp_seq=886 ttl=64 time=0.395 ms
64 bytes from 10.0.0.2: icmp_seq=887 ttl=64 time=0.616 ms
64 bytes from 10.0.0.2: icmp_seq=888 ttl=64 time=0.144 ms
64 bytes from 10.0.0.2: icmp_seq=889 ttl=64 time=0.246 ms
64 bytes from 10.0.0.2: icmp_seq=890 ttl=64 time=0.416 ms
64 bytes from 10.0.0.2: icmp_seq=891 ttl=64 time=11.7 ms
64 bytes from 10.0.0.2: icmp_seq=892 ttl=64 time=0.132 ms
64 bytes from 10.0.0.2: icmp_seq=893 ttl=64 time=0.755 ms
64 bytes from 10.0.0.2: icmp_seq=894 ttl=64 time=0.405 ms
64 bytes from 10.0.0.2: icmp_seq=895 ttl=64 time=0.386 ms
64 bytes from 10.0.0.2: icmp_seq=896 ttl=64 time=1.26 ms
64 bytes from 10.0.0.2: icmp_seq=897 ttl=64 time=0.427 ms
64 bytes from 10.0.0.2: icmp_seq=898 ttl=64 time=0.480 ms
64 bytes from 10.0.0.2: icmp_seq=899 ttl=64 time=0.454 ms
64 bytes from 10.0.0.2: icmp_seq=900 ttl=64 time=0.407 ms

--- 10.0.0.2 ping statistics ---
900 packets transmitted, 900 received, 0% packet loss, time 95016ms
rtt min/avg/max/mdev = 0.095/1.670/59.771/5.082 ms
